# Insolation,Ambient Temperature,Module temperature,WindVel,Month,Day,Hour,Minute
0.0000,40.1725,39.5925,0.0725,3,20,5,45
0.0000,39.9700,39.3900,0.0600,3,20,6,0
1.2025,39.8450,39.2950,0.0525,3,20,6,15
2.4050,39.7200,39.2000,0.0450,3,20,6,30
3.6075,39.5950,39.1050,0.0375,3,20,6,45
4.8100,39.4700,39.0100,0.0300,3,20,7,0
26.8875,40.1900,40.4875,0.0275,3,20,7,15
48.9650,40.9100,41.9650,0.0250,3,20,7,30
71.0425,41.6300,43.4425,0.0225,3,20,7,45
93.1200,42.3500,44.9200,0.0200,3,20,8,0
112.7575,43.2650,45.0900,0.1050,3,20,8,15
132.3950,44.1800,45.2600,0.1900,3,20,8,30
152.0325,45.0950,45.4300,0.2750,3,20,8,45
171.6700,46.0100,45.6000,0.3600,3,20,9,0
188.8075,46.6775,46.1225,0.4625,3,20,9,15
205.9450,47.3450,46.6450,0.5650,3,20,9,30
223.0825,48.0125,47.1675,0.6675,3,20,9,45
240.2200,48.6800,47.6900,0.7700,3,20,10,0
272.1425,49.7975,48.8375,0.6775,3,20,10,15
304.0650,50.9150,49.9850,0.5850,3,20,10,30
335.9875,52.0325,51.1325,0.4925,3,20,10,45
367.9100,53.1500,52.2800,0.4000,3,20,11,0
321.6800,52.7900,51.8550,0.5850,3,20,11,15
275.4500,52.4300,51.4300,0.7700,3,20,11,30
229.2200,52.0700,51.0050,0.9550,3,20,11,45
182.9900,51.7100,50.5800,1.1400,3,20,12,0
213.7375,52.0875,51.0350,1.5650,3,20,12,15
244.4850,52.4650,51.4900,1.9900,3,20,12,30
275.2325,52.8425,51.9450,2.4150,3,20,12,45
305.9800,53.2200,52.4000,2.8400,3,20,13,0
286.6450,52.9575,52.1600,2.3525,3,20,13,15
267.3100,52.6950,51.9200,1.8650,3,20,13,30
247.9750,52.4325,51.6800,1.3775,3,20,13,45
228.6400,52.1700,51.4400,0.8900,3,20,14,0
226.0375,52.1750,51.4475,0.7675,3,20,14,15
223.4350,52.1800,51.4550,0.6450,3,20,14,30
220.8325,52.1850,51.4625,0.5225,3,20,14,45
218.2300,52.1900,51.4700,0.4000,3,20,15,0
198.1900,52.1250,51.4250,0.5100,3,20,15,15
178.1500,52.0600,51.3800,0.6200,3,20,15,30
158.1100,51.9950,51.3350,0.7300,3,20,15,45
138.0700,51.9300,51.2900,0.8400,3,20,16,0
119.4475,50.7575,50.1275,0.7850,3,20,16,15
100.8250,49.5850,48.9650,0.7300,3,20,16,30
82.2025,48.4125,47.8025,0.6750,3,20,16,45
63.5800,47.2400,46.6400,0.6200,3,20,17,0
52.4200,46.9600,46.3375,0.7875,3,20,17,15
41.2600,46.6800,46.0350,0.9550,3,20,17,30
30.1000,46.4000,45.7325,1.1225,3,20,17,45
18.9400,46.1200,45.4300,1.2900,3,20,18,0
14.3575,45.6750,45.0300,1.0925,3,20,18,15
9.7750,45.2300,44.6300,0.8950,3,20,18,30
5.1925,44.7850,44.2300,0.6975,3,20,18,45
0.6100,44.3400,43.8300,0.5000,3,20,19,0
0.4575,44.3650,43.8250,0.6800,3,20,19,15
0.3050,44.3900,43.8200,0.8600,3,20,19,30
0.1525,44.4150,43.8150,1.0400,3,20,19,45
0.0000,44.4400,43.8100,1.2200,3,20,20,0
0.0000,44.4850,43.8550,1.0975,3,20,20,15
0.0000,44.5300,43.9000,0.9750,3,20,20,30
0.0000,44.5750,43.9450,0.8525,3,20,20,45
0.0000,44.6200,43.9900,0.7300,3,20,21,0
0.0000,44.7225,44.0750,0.6950,3,20,21,15
0.0000,44.8250,44.1600,0.6600,3,20,21,30
0.0000,44.9275,44.2450,0.6250,3,20,21,45
0.0000,45.0300,44.3300,0.5900,3,20,22,0
0.0000,44.9675,44.2750,0.5150,3,20,22,15
0.0000,44.9050,44.2200,0.4400,3,20,22,30
0.0000,44.8425,44.1650,0.3650,3,20,22,45
0.0000,39.5000,39.2500,0.0000,3,20,23,0
0.0000,39.6125,39.3600,0.0150,3,20,23,15
0.0000,39.7250,39.4700,0.0300,3,20,23,30
0.0000,39.8375,39.5800,0.0450,3,20,23,45
0.0000,44.0000,43.5600,0.7000,3,21,0,0
0.0000,43.9825,43.5475,0.6375,3,21,0,15
0.0000,43.9650,43.5350,0.5750,3,21,0,30
0.0000,43.9475,43.5225,0.5125,3,21,0,45
0.0000,43.9300,43.5100,0.4500,3,21,1,0
0.0000,43.7175,43.3850,0.4600,3,21,1,15
0.0000,43.5050,43.2600,0.4700,3,21,1,30
0.0000,43.2925,43.1350,0.4800,3,21,1,45
0.0000,43.0800,43.0100,0.4900,3,21,2,0
0.0000,42.9400,42.9000,0.3900,3,21,2,15
0.0000,42.8000,42.7900,0.2900,3,21,2,30
0.0000,42.6600,42.6800,0.1900,3,21,2,45
0.0000,42.5200,42.5700,0.0900,3,21,3,0
0.0000,42.6050,42.5275,0.2425,3,21,3,15
0.0000,42.6900,42.4850,0.3950,3,21,3,30
0.0000,42.7750,42.4425,0.5475,3,21,3,45
0.0000,42.8600,42.4000,0.7000,3,21,4,0
0.0000,42.8000,42.4000,0.6925,3,21,4,15
0.0000,42.7400,42.4000,0.6850,3,21,4,30
0.0000,42.6800,42.4000,0.6775,3,21,4,45
0.0000,42.6200,42.4000,0.6700,3,21,5,0
0.0000,42.5275,42.3300,0.6225,3,21,5,15
0.0000,42.4350,42.2600,0.5750,3,21,5,30
0.0000,42.3425,42.1900,0.5275,3,21,5,45
0.0000,42.2500,42.1200,0.4800,3,21,6,0
0.0500,42.2550,42.1150,0.4925,3,21,6,15
0.1000,42.2600,42.1100,0.5050,3,21,6,30
0.1500,42.2650,42.1050,0.5175,3,21,6,45
0.2000,42.2700,42.1000,0.5300,3,21,7,0
4.9875,42.3775,42.2375,0.7500,3,21,7,15
9.7750,42.4850,42.3750,0.9700,3,21,7,30
14.5625,42.5925,42.5125,1.1900,3,21,7,45
19.3500,42.7000,42.6500,1.4100,3,21,8,0
28.0625,42.8350,42.8150,1.2750,3,21,8,15
36.7750,42.9700,42.9800,1.1400,3,21,8,30
45.4875,43.1050,43.1450,1.0050,3,21,8,45
54.2000,43.2400,43.3100,0.8700,3,21,9,0
58.7100,43.1900,43.2750,0.8575,3,21,9,15
63.2200,43.1400,43.2400,0.8450,3,21,9,30
67.7300,43.0900,43.2050,0.8325,3,21,9,45
72.2400,43.0400,43.1700,0.8200,3,21,10,0
78.7250,43.3125,43.4500,0.7475,3,21,10,15
85.2100,43.5850,43.7300,0.6750,3,21,10,30
91.6950,43.8575,44.0100,0.6025,3,21,10,45
98.1800,44.1300,44.2900,0.5300,3,21,11,0
101.4650,44.2925,44.4400,0.5275,3,21,11,15
104.7500,44.4550,44.5900,0.5250,3,21,11,30
108.0350,44.6175,44.7400,0.5225,3,21,11,45
111.3200,44.7800,44.8900,0.5200,3,21,12,0
113.5950,45.0250,45.1175,0.5250,3,21,12,15
115.8700,45.2700,45.3450,0.5300,3,21,12,30
118.1450,45.5150,45.5725,0.5350,3,21,12,45
120.4200,45.7600,45.8000,0.5400,3,21,13,0
116.0575,45.9500,46.0025,0.4600,3,21,13,15
111.6950,46.1400,46.2050,0.3800,3,21,13,30
107.3325,46.3300,46.4075,0.3000,3,21,13,45
102.9700,46.5200,46.6100,0.2200,3,21,14,0
106.2075,46.8425,46.9300,0.4025,3,21,14,15
109.4450,47.1650,47.2500,0.5850,3,21,14,30
112.6825,47.4875,47.5700,0.7675,3,21,14,45
115.9200,47.8100,47.8900,0.9500,3,21,15,0
108.9500,48.1275,48.2600,1.0950,3,21,15,15
101.9800,48.4450,48.6300,1.2400,3,21,15,30
95.0100,48.7625,49.0000,1.3850,3,21,15,45
88.0400,49.0800,49.3700,1.5300,3,21,16,0
79.8925,49.2875,49.6250,1.4650,3,21,16,15
71.7450,49.4950,49.8800,1.4000,3,21,16,30
63.5975,49.7025,50.1350,1.3350,3,21,16,45
55.4500,49.9100,50.3900,1.2700,3,21,17,0
48.2300,49.9800,50.3225,1.1975,3,21,17,15
41.0100,50.0500,50.2550,1.1250,3,21,17,30
33.7900,50.1200,50.1875,1.0525,3,21,17,45
26.5700,50.1900,50.1200,0.9800,3,21,18,0
20.1800,50.2650,50.0925,0.9525,3,21,18,15
13.7900,50.3400,50.0650,0.9250,3,21,18,30
7.4000,50.4150,50.0375,0.8975,3,21,18,45
1.0100,50.4900,50.0100,0.8700,3,21,19,0
0.7575,50.5275,50.0150,1.0175,3,21,19,15
0.5050,50.5650,50.0200,1.1650,3,21,19,30
0.2525,50.6025,50.0250,1.3125,3,21,19,45
0.0000,50.6400,50.0300,1.4600,3,21,20,0
0.0000,50.6750,50.0550,1.4800,3,21,20,15
0.0000,50.7100,50.0800,1.5000,3,21,20,30
0.0000,50.7450,50.1050,1.5200,3,21,20,45
0.0000,50.7800,50.1300,1.5400,3,21,21,0
0.0000,50.8850,50.2400,1.8900,3,21,21,15
0.0000,50.9900,50.3500,2.2400,3,21,21,30
0.0000,51.0950,50.4600,2.5900,3,21,21,45
0.0000,51.2000,50.5700,2.9400,3,21,22,0
0.0000,51.2500,50.6225,2.9150,3,21,22,15
0.0000,51.3000,50.6750,2.8900,3,21,22,30
0.0000,51.3500,50.7275,2.8650,3,21,22,45
0.0000,44.7800,44.1100,0.2900,3,21,23,0
0.0000,44.5850,43.9725,0.3925,3,21,23,15
0.0000,44.3900,43.8350,0.4950,3,21,23,30
0.0000,44.1950,43.6975,0.5975,3,21,23,45
0.0000,51.4700,50.8600,1.3200,3,22,0,0
0.0000,51.5475,50.9525,1.2925,3,22,0,15
0.0000,51.6250,51.0450,1.2650,3,22,0,30
0.0000,51.7025,51.1375,1.2375,3,22,0,45
0.0000,51.7800,51.2300,1.2100,3,22,1,0
0.0000,51.8000,51.2450,0.9675,3,22,1,15
0.0000,51.8200,51.2600,0.7250,3,22,1,30
0.0000,51.8400,51.2750,0.4825,3,22,1,45
0.0000,51.8600,51.2900,0.2400,3,22,2,0
0.0000,51.5625,50.9725,0.1800,3,22,2,15
0.0000,51.2650,50.6550,0.1200,3,22,2,30
0.0000,50.9675,50.3375,0.0600,3,22,2,45
0.0000,50.6700,50.0200,0.0000,3,22,3,0
0.0000,50.6675,50.0250,0.0000,3,22,3,15
0.0000,50.6650,50.0300,0.0000,3,22,3,30
0.0000,50.6625,50.0350,0.0000,3,22,3,45
0.0000,50.6600,50.0400,0.0000,3,22,4,0
0.0000,50.6450,50.0225,0.0000,3,22,4,15
0.0000,50.6300,50.0050,0.0000,3,22,4,30
0.0000,50.6150,49.9875,0.0000,3,22,4,45
0.0000,50.6000,49.9700,0.0000,3,22,5,0
0.0000,50.6175,49.9800,0.0000,3,22,5,15
0.0000,50.6350,49.9900,0.0000,3,22,5,30
0.0000,50.6525,50.0000,0.0000,3,22,5,45
0.0000,50.6700,50.0100,0.0000,3,22,6,0
0.6650,50.6375,49.9825,0.0000,3,22,6,15
1.3300,50.6050,49.9550,0.0000,3,22,6,30
1.9950,50.5725,49.9275,0.0000,3,22,6,45
2.6600,50.5400,49.9000,0.0000,3,22,7,0
12.6575,50.7025,50.0875,0.0000,3,22,7,15
22.6550,50.8650,50.2750,0.0000,3,22,7,30
32.6525,51.0275,50.4625,0.0000,3,22,7,45
42.6500,51.1900,50.6500,0.0000,3,22,8,0
49.6400,51.3550,50.8175,0.0000,3,22,8,15
56.6300,51.5200,50.9850,0.0000,3,22,8,30
63.6200,51.6850,51.1525,0.0000,3,22,8,45
70.6100,51.8500,51.3200,0.0000,3,22,9,0
84.8250,51.9300,51.4600,0.0000,3,22,9,15
99.0400,52.0100,51.6000,0.0000,3,22,9,30
113.2550,52.0900,51.7400,0.0000,3,22,9,45
127.4700,52.1700,51.8800,0.0000,3,22,10,0
176.4300,52.8275,52.4950,0.0200,3,22,10,15
225.3900,53.4850,53.1100,0.0400,3,22,10,30
274.3500,54.1425,53.7250,0.0600,3,22,10,45
323.3100,54.8000,54.3400,0.0800,3,22,11,0
330.1950,55.9475,55.8575,0.0675,3,22,11,15
337.0800,57.0950,57.3750,0.0550,3,22,11,30
343.9650,58.2425,58.8925,0.0425,3,22,11,45
350.8500,59.3900,60.4100,0.0300,3,22,12,0
440.6175,59.7325,60.9525,0.0700,3,22,12,15
530.3850,60.0750,61.4950,0.1100,3,22,12,30
620.1525,60.4175,62.0375,0.1500,3,22,12,45
709.9200,60.7600,62.5800,0.1900,3,22,13,0
788.6025,61.1550,63.0900,0.1975,3,22,13,15
867.2850,61.5500,63.6000,0.2050,3,22,13,30
945.9675,61.9450,64.1100,0.2125,3,22,13,45
1024.6500,62.3400,64.6200,0.2200,3,22,14,0
998.3850,62.5850,64.8900,0.2425,3,22,14,15
972.1200,62.8300,65.1600,0.2650,3,22,14,30
945.8550,63.0750,65.4300,0.2875,3,22,14,45
919.5900,63.3200,65.7000,0.3100,3,22,15,0
769.9675,63.6775,65.7325,0.2475,3,22,15,15
620.3450,64.0350,65.7650,0.1850,3,22,15,30
470.7225,64.3925,65.7975,0.1225,3,22,15,45
321.1000,64.7500,65.8300,0.0600,3,22,16,0
250.7000,64.6975,65.6100,0.0450,3,22,16,15
180.3000,64.6450,65.3900,0.0300,3,22,16,30
109.9000,64.5925,65.1700,0.0150,3,22,16,45
39.5000,64.5400,64.9500,0.0000,3,22,17,0
36.8000,64.3150,64.6575,0.0000,3,22,17,15
34.1000,64.0900,64.3650,0.0000,3,22,17,30
31.4000,63.8650,64.0725,0.0000,3,22,17,45
28.7000,63.6400,63.7800,0.0000,3,22,18,0
23.3525,62.9700,63.0175,0.0000,3,22,18,15
18.0050,62.3000,62.2550,0.0000,3,22,18,30
12.6575,61.6300,61.4925,0.0000,3,22,18,45
7.3100,60.9600,60.7300,0.0000,3,22,19,0
5.4825,60.0975,60.0025,0.0000,3,22,19,15
3.6550,59.2350,59.2750,0.0000,3,22,19,30
1.8275,58.3725,58.5475,0.0000,3,22,19,45
0.0000,57.5100,57.8200,0.0000,3,22,20,0
0.0000,57.3425,57.5350,0.0000,3,22,20,15
0.0000,57.1750,57.2500,0.0000,3,22,20,30
0.0000,57.0075,56.9650,0.0000,3,22,20,45
0.0000,56.8400,56.6800,0.0000,3,22,21,0
0.0000,56.4875,56.3650,0.0000,3,22,21,15
0.0000,56.1350,56.0500,0.0000,3,22,21,30
0.0000,55.7825,55.7350,0.0000,3,22,21,45
0.0000,55.4300,55.4200,0.0000,3,22,22,0
0.0000,55.2025,55.1175,0.0000,3,22,22,15
0.0000,54.9750,54.8150,0.0000,3,22,22,30
0.0000,54.7475,54.5125,0.0000,3,22,22,45
0.0000,53.8100,54.4100,0.0000,3,23,0,0
0.0000,54.1800,54.4050,0.0000,3,23,0,15
0.0000,54.5500,54.4000,0.0000,3,23,0,30
0.0000,54.9200,54.3950,0.0000,3,23,0,45
0.0000,55.2900,54.3900,0.0000,3,23,1,0
0.0000,54.8450,54.0025,0.0000,3,23,1,15
0.0000,54.4000,53.6150,0.0000,3,23,1,30
0.0000,53.9550,53.2275,0.0000,3,23,1,45
0.0000,53.5100,52.8400,0.0000,3,23,2,0
0.0000,53.1200,52.4600,0.0000,3,23,2,15
0.0000,52.7300,52.0800,0.0000,3,23,2,30
0.0000,52.3400,51.7000,0.0000,3,23,2,45
0.0000,51.9500,51.3200,0.0000,3,23,3,0
0.0000,51.6200,51.0225,0.0100,3,23,3,15
0.0000,51.2900,50.7250,0.0200,3,23,3,30
0.0000,50.9600,50.4275,0.0300,3,23,3,45
0.0000,50.6300,50.1300,0.0400,3,23,4,0
0.0000,50.6150,50.0775,0.0550,3,23,4,15
0.0000,50.6000,50.0250,0.0700,3,23,4,30
0.0000,50.5850,49.9725,0.0850,3,23,4,45
0.0000,50.5700,49.9200,0.1000,3,23,5,0
0.0000,50.8650,50.2275,0.0750,3,23,5,15
0.0000,51.1600,50.5350,0.0500,3,23,5,30
0.0000,51.4550,50.8425,0.0250,3,23,5,45
0.0000,51.7500,51.1500,0.0000,3,23,6,0
0.1200,51.8500,51.2600,0.0000,3,23,6,15
0.2400,51.9500,51.3700,0.0000,3,23,6,30
0.3600,52.0500,51.4800,0.0000,3,23,6,45
0.4800,52.1500,51.5900,0.0000,3,23,7,0
4.4750,52.1925,51.7000,0.0000,3,23,7,15
8.4700,52.2350,51.8100,0.0000,3,23,7,30
12.4650,52.2775,51.9200,0.0000,3,23,7,45
16.4600,52.3200,52.0300,0.0000,3,23,8,0
22.6400,52.4050,52.2825,0.0025,3,23,8,15
28.8200,52.4900,52.5350,0.0050,3,23,8,30
35.0000,52.5750,52.7875,0.0075,3,23,8,45
41.1800,52.6600,53.0400,0.0100,3,23,9,0
53.5200,53.0175,53.4050,0.0075,3,23,9,15
65.8600,53.3750,53.7700,0.0050,3,23,9,30
78.2000,53.7325,54.1350,0.0025,3,23,9,45
90.5400,54.0900,54.5000,0.0000,3,23,10,0
140.2250,55.4675,55.6350,0.0200,3,23,10,15
189.9100,56.8450,56.7700,0.0400,3,23,10,30
239.5950,58.2225,57.9050,0.0600,3,23,10,45
289.2800,59.6000,59.0400,0.0800,3,23,11,0
374.1050,60.7575,60.3600,0.2975,3,23,11,15
458.9300,61.9150,61.6800,0.5150,3,23,11,30
543.7550,63.0725,63.0000,0.7325,3,23,11,45
628.5800,64.2300,64.3200,0.9500,3,23,12,0
525.8550,63.8625,63.9050,0.9275,3,23,12,15
423.1300,63.4950,63.4900,0.9050,3,23,12,30
320.4050,63.1275,63.0750,0.8825,3,23,12,45
217.6800,62.7600,62.6600,0.8600,3,23,13,0
269.6875,61.7175,61.8125,0.7475,3,23,13,15
321.6950,60.6750,60.9650,0.6350,3,23,13,30
373.7025,59.6325,60.1175,0.5225,3,23,13,45
425.7100,58.5900,59.2700,0.4100,3,23,14,0
450.4150,59.7250,60.2550,0.5075,3,23,14,15
475.1200,60.8600,61.2400,0.6050,3,23,14,30
499.8250,61.9950,62.2250,0.7025,3,23,14,45
524.5300,63.1300,63.2100,0.8000,3,23,15,0
447.3125,62.8400,62.7450,1.0175,3,23,15,15
370.0950,62.5500,62.2800,1.2350,3,23,15,30
292.8775,62.2600,61.8150,1.4525,3,23,15,45
215.6600,61.9700,61.3500,1.6700,3,23,16,0
187.3575,61.5250,60.9400,1.3250,3,23,16,15
159.0550,61.0800,60.5300,0.9800,3,23,16,30
130.7525,60.6350,60.1200,0.6350,3,23,16,45
102.4500,60.1900,59.7100,0.2900,3,23,17,0
92.5225,59.6450,59.1750,0.2225,3,23,17,15
82.5950,59.1000,58.6400,0.1550,3,23,17,30
72.6675,58.5550,58.1050,0.0875,3,23,17,45
62.7400,58.0100,57.5700,0.0200,3,23,18,0
49.3600,57.4650,57.0625,0.7875,3,23,18,15
35.9800,56.9200,56.5550,1.5550,3,23,18,30
22.6000,56.3750,56.0475,2.3225,3,23,18,45
9.2200,55.8300,55.5400,3.0900,3,23,19,0
6.9150,54.8125,54.3950,4.0225,3,23,19,15
4.6100,53.7950,53.2500,4.9550,3,23,19,30
2.3050,52.7775,52.1050,5.8875,3,23,19,45
0.0000,51.7600,50.9600,6.8200,3,23,20,0
0.0000,51.0200,50.1650,5.9800,3,23,20,15
0.0000,50.2800,49.3700,5.1400,3,23,20,30
0.0000,49.5400,48.5750,4.3000,3,23,20,45
0.0000,48.8000,47.7800,3.4600,3,23,21,0
0.0000,48.2525,47.2100,3.0275,3,23,21,15
0.0000,47.7050,46.6400,2.5950,3,23,21,30
0.0000,47.1575,46.0700,2.1625,3,23,21,45
0.0000,46.6100,45.5000,1.7300,3,23,22,0
0.0000,46.1575,45.0250,1.3475,3,23,22,15
0.0000,45.7050,44.5500,0.9650,3,23,22,30
0.0000,45.2525,44.0750,0.5825,3,23,22,45
0.0000,54.5200,54.2100,0.0000,3,23,23,0
0.0000,54.3425,54.2600,0.0000,3,23,23,15
0.0000,54.1650,54.3100,0.0000,3,23,23,30
0.0000,53.9875,54.3600,0.0000,3,23,23,45
0.0000,43.2600,42.0300,0.8300,3,24,0,0
0.0000,42.8900,41.6575,0.6775,3,24,0,15
0.0000,42.5200,41.2850,0.5250,3,24,0,30
0.0000,42.1500,40.9125,0.3725,3,24,0,45
0.0000,41.7800,40.5400,0.2200,3,24,1,0
0.0000,41.4850,40.2300,0.3175,3,24,1,15
0.0000,41.1900,39.9200,0.4150,3,24,1,30
0.0000,40.8950,39.6100,0.5125,3,24,1,45
0.0000,40.6000,39.3000,0.6100,3,24,2,0
0.0000,40.0925,38.9200,0.4600,3,24,2,15
0.0000,39.5850,38.5400,0.3100,3,24,2,30
0.0000,39.0775,38.1600,0.1600,3,24,2,45
0.0000,38.5700,37.7800,0.0100,3,24,3,0
0.0000,38.8025,37.8975,0.1025,3,24,3,15
0.0000,39.0350,38.0150,0.1950,3,24,3,30
0.0000,39.2675,38.1325,0.2875,3,24,3,45
0.0000,39.5000,38.2500,0.3800,3,24,4,0
0.0000,39.3175,38.0650,0.4200,3,24,4,15
0.0000,39.1350,37.8800,0.4600,3,24,4,30
0.0000,38.9525,37.6950,0.5000,3,24,4,45
0.0000,38.7700,37.5100,0.5400,3,24,5,0
0.0000,38.6850,37.4700,0.5375,3,24,5,15
0.0000,38.6000,37.4300,0.5350,3,24,5,30
0.0000,38.5150,37.3900,0.5325,3,24,5,45
0.0000,38.4300,37.3500,0.5300,3,24,6,0
1.0325,38.6500,37.6150,0.6200,3,24,6,15
2.0650,38.8700,37.8800,0.7100,3,24,6,30
3.0975,39.0900,38.1450,0.8000,3,24,6,45
4.1300,39.3100,38.4100,0.8900,3,24,7,0
16.3600,39.6550,38.8250,1.2850,3,24,7,15
28.5900,40.0000,39.2400,1.6800,3,24,7,30
40.8200,40.3450,39.6550,2.0750,3,24,7,45
53.0500,40.6900,40.0700,2.4700,3,24,8,0
88.7325,41.0975,40.6800,2.4125,3,24,8,15
124.4150,41.5050,41.2900,2.3550,3,24,8,30
160.0975,41.9125,41.9000,2.2975,3,24,8,45
195.7800,42.3200,42.5100,2.2400,3,24,9,0
271.8600,42.9025,43.2625,2.6225,3,24,9,15
347.9400,43.4850,44.0150,3.0050,3,24,9,30
424.0200,44.0675,44.7675,3.3875,3,24,9,45
500.1000,44.6500,45.5200,3.7700,3,24,10,0
554.7525,45.3375,46.1525,4.2125,3,24,10,15
609.4050,46.0250,46.7850,4.6550,3,24,10,30
664.0575,46.7125,47.4175,5.0975,3,24,10,45
718.7100,47.4000,48.0500,5.5400,3,24,11,0
768.7625,48.2300,48.9325,4.8175,3,24,11,15
818.8150,49.0600,49.8150,4.0950,3,24,11,30
868.8675,49.8900,50.6975,3.3725,3,24,11,45
918.9200,50.7200,51.5800,2.6500,3,24,12,0
903.4575,51.9225,52.9475,2.3125,3,24,12,15
887.9950,53.1250,54.3150,1.9750,3,24,12,30
872.5325,54.3275,55.6825,1.6375,3,24,12,45
857.0700,55.5300,57.0500,1.3000,3,24,13,0
880.4325,56.6325,58.2000,1.0600,3,24,13,15
903.7950,57.7350,59.3500,0.8200,3,24,13,30
927.1575,58.8375,60.5000,0.5800,3,24,13,45
950.5200,59.9400,61.6500,0.3400,3,24,14,0
934.0125,60.7450,62.6100,0.2950,3,24,14,15
917.5050,61.5500,63.5700,0.2500,3,24,14,30
900.9975,62.3550,64.5300,0.2050,3,24,14,45
884.4900,63.1600,65.4900,0.1600,3,24,15,0
757.3250,63.3825,65.4275,0.2450,3,24,15,15
630.1600,63.6050,65.3650,0.3300,3,24,15,30
502.9950,63.8275,65.3025,0.4150,3,24,15,45
375.8300,64.0500,65.2400,0.5000,3,24,16,0
302.9750,64.1775,65.1900,0.3850,3,24,16,15
230.1200,64.3050,65.1400,0.2700,3,24,16,30
157.2650,64.4325,65.0900,0.1550,3,24,16,45
84.4100,64.5600,65.0400,0.0400,3,24,17,0
77.1625,64.2450,64.6075,0.0350,3,24,17,15
69.9150,63.9300,64.1750,0.0300,3,24,17,30
62.6675,63.6150,63.7425,0.0250,3,24,17,45
55.4200,63.3000,63.3100,0.0200,3,24,18,0
43.7775,62.1025,62.0300,0.0150,3,24,18,15
32.1350,60.9050,60.7500,0.0100,3,24,18,30
20.4925,59.7075,59.4700,0.0050,3,24,18,45
8.8500,58.5100,58.1900,0.0000,3,24,19,0
6.6375,57.9925,57.7300,0.0025,3,24,19,15
4.4250,57.4750,57.2700,0.0050,3,24,19,30
2.2125,56.9575,56.8100,0.0075,3,24,19,45
0.0000,56.4400,56.3500,0.0100,3,24,20,0
0.0000,56.4375,56.1450,0.0350,3,24,20,15
0.0000,56.4350,55.9400,0.0600,3,24,20,30
0.0000,56.4325,55.7350,0.0850,3,24,20,45
0.0000,56.4300,55.5300,0.1100,3,24,21,0
0.0000,55.1150,54.5025,0.0825,3,24,21,15
0.0000,53.8000,53.4750,0.0550,3,24,21,30
0.0000,52.4850,52.4475,0.0275,3,24,21,45
0.0000,51.1700,51.4200,0.0000,3,24,22,0
0.0000,51.3250,51.3450,0.0000,3,24,22,15
0.0000,51.4800,51.2700,0.0000,3,24,22,30
0.0000,51.6350,51.1950,0.0000,3,24,22,45
0.0000,44.8000,43.6000,0.2000,3,24,23,0
0.0000,44.4150,43.2075,0.3575,3,24,23,15
0.0000,44.0300,42.8150,0.5150,3,24,23,30
0.0000,43.6450,42.4225,0.6725,3,24,23,45
0.0000,50.5100,49.9800,0.0000,3,25,0,0
0.0000,50.0350,49.5875,0.0000,3,25,0,15
0.0000,49.5600,49.1950,0.0000,3,25,0,30
0.0000,49.0850,48.8025,0.0000,3,25,0,45
0.0000,48.6100,48.4100,0.0000,3,25,1,0
0.0000,48.5200,48.2450,0.0000,3,25,1,15
0.0000,48.4300,48.0800,0.0000,3,25,1,30
0.0000,48.3400,47.9150,0.0000,3,25,1,45
0.0000,48.2500,47.7500,0.0000,3,25,2,0
0.0000,48.1525,47.6125,0.0000,3,25,2,15
0.0000,48.0550,47.4750,0.0000,3,25,2,30
0.0000,47.9575,47.3375,0.0000,3,25,2,45
0.0000,47.8600,47.2000,0.0000,3,25,3,0
0.0000,47.5150,46.9875,0.0000,3,25,3,15
0.0000,47.1700,46.7750,0.0000,3,25,3,30
0.0000,46.8250,46.5625,0.0000,3,25,3,45
0.0000,46.4800,46.3500,0.0000,3,25,4,0
0.0000,46.8225,46.5200,0.0000,3,25,4,15
0.0000,47.1650,46.6900,0.0000,3,25,4,30
0.0000,47.5075,46.8600,0.0000,3,25,4,45
0.0000,47.8500,47.0300,0.0000,3,25,5,0
0.0000,47.7575,46.9375,0.0025,3,25,5,15
0.0000,47.6650,46.8450,0.0050,3,25,5,30
0.0000,47.5725,46.7525,0.0075,3,25,5,45
0.0000,47.4800,46.6600,0.0100,3,25,6,0
2.7925,47.2225,46.4475,0.0075,3,25,6,15
5.5850,46.9650,46.2350,0.0050,3,25,6,30
8.3775,46.7075,46.0225,0.0025,3,25,6,45
11.1700,46.4500,45.8100,0.0000,3,25,7,0
28.5525,46.6500,46.1850,0.0125,3,25,7,15
45.9350,46.8500,46.5600,0.0250,3,25,7,30
63.3175,47.0500,46.9350,0.0375,3,25,7,45
80.7000,47.2500,47.3100,0.0500,3,25,8,0
120.5200,48.0525,48.3075,0.0750,3,25,8,15
160.3400,48.8550,49.3050,0.1000,3,25,8,30
200.1600,49.6575,50.3025,0.1250,3,25,8,45
239.9800,50.4600,51.3000,0.1500,3,25,9,0
275.5125,51.9325,52.6550,0.1350,3,25,9,15
311.0450,53.4050,54.0100,0.1200,3,25,9,30
346.5775,54.8775,55.3650,0.1050,3,25,9,45
382.1100,56.3500,56.7200,0.0900,3,25,10,0
425.2425,57.4525,57.7275,0.2275,3,25,10,15
468.3750,58.5550,58.7350,0.3650,3,25,10,30
511.5075,59.6575,59.7425,0.5025,3,25,10,45
554.6400,60.7600,60.7500,0.6400,3,25,11,0
