# Insolation,Ambient Temperature,Module temperature,WindVel,Month,Day,Hour,Minute
0.1200,23.9300,23.5300,1.9400,1,1,0,0
0.0900,23.8275,23.4125,1.8525,1,1,0,15
0.0600,23.7250,23.2950,1.7650,1,1,0,30
0.0300,23.6225,23.1775,1.6775,1,1,0,45
0.0000,23.5200,23.0600,1.5900,1,1,1,0
0.0000,23.4325,22.9700,1.6375,1,1,1,15
0.0000,23.3450,22.8800,1.6850,1,1,1,30
0.0000,23.2575,22.7900,1.7325,1,1,1,45
0.0000,23.1700,22.7000,1.7800,1,1,2,0
0.0000,23.0875,22.6200,1.6850,1,1,2,15
0.0000,23.0050,22.5400,1.5900,1,1,2,30
0.0000,22.9225,22.4600,1.4950,1,1,2,45
0.0000,22.8400,22.3800,1.4000,1,1,3,0
0.0000,22.7975,22.3350,1.4525,1,1,3,15
0.0000,22.7550,22.2900,1.5050,1,1,3,30
0.0000,22.7125,22.2450,1.5575,1,1,3,45
0.0000,22.6700,22.2000,1.6100,1,1,4,0
0.0000,22.5175,22.0625,1.5800,1,1,4,15
0.0000,22.3650,21.9250,1.5500,1,1,4,30
0.0000,22.2125,21.7875,1.5200,1,1,4,45
0.0000,22.0600,21.6500,1.4900,1,1,5,0
0.0000,22.1625,21.7175,1.6150,1,1,5,15
0.0000,22.2650,21.7850,1.7400,1,1,5,30
0.0000,22.3675,21.8525,1.8650,1,1,5,45
0.0000,22.4700,21.9200,1.9900,1,1,6,0
0.0000,22.7450,22.1650,1.9500,1,1,6,15
0.0000,23.0200,22.4100,1.9100,1,1,6,30
0.0000,23.2950,22.6550,1.8700,1,1,6,45
0.0000,23.5700,22.9000,1.8300,1,1,7,0
2.7000,23.7400,23.0650,1.5725,1,1,7,15
5.4000,23.9100,23.2300,1.3150,1,1,7,30
8.1000,24.0800,23.3950,1.0575,1,1,7,45
10.8000,24.2500,23.5600,0.8000,1,1,8,0
18.0250,24.7600,24.0325,0.7050,1,1,8,15
25.2500,25.2700,24.5050,0.6100,1,1,8,30
32.4750,25.7800,24.9775,0.5150,1,1,8,45
39.7000,26.2900,25.4500,0.4200,1,1,9,0
45.6850,26.6425,25.8200,0.3225,1,1,9,15
51.6700,26.9950,26.1900,0.2250,1,1,9,30
57.6550,27.3475,26.5600,0.1275,1,1,9,45
63.6400,27.7000,26.9300,0.0300,1,1,10,0
70.7175,28.1900,27.3725,0.0525,1,1,10,15
77.7950,28.6800,27.8150,0.0750,1,1,10,30
84.8725,29.1700,28.2575,0.0975,1,1,10,45
91.9500,29.6600,28.7000,0.1200,1,1,11,0
100.0025,30.1525,29.1550,0.3125,1,1,11,15
108.0550,30.6450,29.6100,0.5050,1,1,11,30
116.1075,31.1375,30.0650,0.6975,1,1,11,45
124.1600,31.6300,30.5200,0.8900,1,1,12,0
126.0200,32.0400,30.8825,0.7000,1,1,12,15
127.8800,32.4500,31.2450,0.5100,1,1,12,30
129.7400,32.8600,31.6075,0.3200,1,1,12,45
131.6000,33.2700,31.9700,0.1300,1,1,13,0
130.9425,33.3225,32.1450,0.1125,1,1,13,15
130.2850,33.3750,32.3200,0.0950,1,1,13,30
129.6275,33.4275,32.4950,0.0775,1,1,13,45
128.9700,33.4800,32.6700,0.0600,1,1,14,0
115.1475,33.3250,32.6475,0.0475,1,1,14,15
101.3250,33.1700,32.6250,0.0350,1,1,14,30
87.5025,33.0150,32.6025,0.0225,1,1,14,45
73.6800,32.8600,32.5800,0.0100,1,1,15,0
59.1475,32.3875,32.0400,0.0075,1,1,15,15
44.6150,31.9150,31.5000,0.0050,1,1,15,30
30.0825,31.4425,30.9600,0.0025,1,1,15,45
15.5500,30.9700,30.4200,0.0000,1,1,16,0
11.6725,30.5900,30.0375,0.0000,1,1,16,15
7.7950,30.2100,29.6550,0.0000,1,1,16,30
3.9175,29.8300,29.2725,0.0000,1,1,16,45
0.0400,29.4500,28.8900,0.0000,1,1,17,0
0.0575,29.3350,28.8125,0.0325,1,1,17,15
0.0750,29.2200,28.7350,0.0650,1,1,17,30
0.0925,29.1050,28.6575,0.0975,1,1,17,45
0.1100,28.9900,28.5800,0.1300,1,1,18,0
0.0875,28.9775,28.5100,0.1525,1,1,18,15
0.0650,28.9650,28.4400,0.1750,1,1,18,30
0.0425,28.9525,28.3700,0.1975,1,1,18,45
0.0200,28.9400,28.3000,0.2200,1,1,19,0
0.0450,28.7650,28.2025,0.1650,1,1,19,15
0.0700,28.5900,28.1050,0.1100,1,1,19,30
0.0950,28.4150,28.0075,0.0550,1,1,19,45
0.1200,28.2400,27.9100,0.0000,1,1,20,0
0.1175,28.3300,27.9875,0.0500,1,1,20,15
0.1150,28.4200,28.0650,0.1000,1,1,20,30
0.1125,28.5100,28.1425,0.1500,1,1,20,45
0.1100,28.6000,28.2200,0.2000,1,1,21,0
0.1000,28.7375,28.2925,0.2450,1,1,21,15
0.0900,28.8750,28.3650,0.2900,1,1,21,30
0.0800,29.0125,28.4375,0.3350,1,1,21,45
0.0700,29.1500,28.5100,0.3800,1,1,22,0
0.0575,29.0175,28.4125,0.3075,1,1,22,15
0.0450,28.8850,28.3150,0.2350,1,1,22,30
0.0325,28.7525,28.2175,0.1625,1,1,22,45
0.0600,28.8500,28.3000,0.4400,1,2,0,0
0.0450,28.7550,28.2625,0.3675,1,2,0,15
0.0300,28.6600,28.2250,0.2950,1,2,0,30
0.0150,28.5650,28.1875,0.2225,1,2,0,45
0.0000,28.4700,28.1500,0.1500,1,2,1,0
0.0025,28.8175,28.4025,0.6225,1,2,1,15
0.0050,29.1650,28.6550,1.0950,1,2,1,30
0.0075,29.5125,28.9075,1.5675,1,2,1,45
0.0100,29.8600,29.1600,2.0400,1,2,2,0
0.0075,30.0325,29.3100,1.8925,1,2,2,15
0.0050,30.2050,29.4600,1.7450,1,2,2,30
0.0025,30.3775,29.6100,1.5975,1,2,2,45
0.0000,30.5500,29.7600,1.4500,1,2,3,0
0.0000,30.5225,29.7200,1.4325,1,2,3,15
0.0000,30.4950,29.6800,1.4150,1,2,3,30
0.0000,30.4675,29.6400,1.3975,1,2,3,45
0.0000,30.4400,29.6000,1.3800,1,2,4,0
0.0000,30.4800,29.6450,1.1775,1,2,4,15
0.0000,30.5200,29.6900,0.9750,1,2,4,30
0.0000,30.5600,29.7350,0.7725,1,2,4,45
0.0000,30.6000,29.7800,0.5700,1,2,5,0
0.0000,30.7750,29.9450,0.5450,1,2,5,15
0.0000,30.9500,30.1100,0.5200,1,2,5,30
0.0000,31.1250,30.2750,0.4950,1,2,5,45
0.0000,31.3000,30.4400,0.4700,1,2,6,0
0.0000,31.4075,30.5425,0.9125,1,2,6,15
0.0000,31.5150,30.6450,1.3550,1,2,6,30
0.0000,31.6225,30.7475,1.7975,1,2,6,45
0.0000,31.7300,30.8500,2.2400,1,2,7,0
0.8375,31.8000,30.9300,2.2325,1,2,7,15
1.6750,31.8700,31.0100,2.2250,1,2,7,30
2.5125,31.9400,31.0900,2.2175,1,2,7,45
3.3500,32.0100,31.1700,2.2100,1,2,8,0
9.7450,32.3075,31.4825,1.9225,1,2,8,15
16.1400,32.6050,31.7950,1.6350,1,2,8,30
22.5350,32.9025,32.1075,1.3475,1,2,8,45
28.9300,33.2000,32.4200,1.0600,1,2,9,0
34.7675,33.5825,32.7975,0.8875,1,2,9,15
40.6050,33.9650,33.1750,0.7150,1,2,9,30
46.4425,34.3475,33.5525,0.5425,1,2,9,45
52.2800,34.7300,33.9300,0.3700,1,2,10,0
57.8675,35.0125,34.2125,0.4525,1,2,10,15
63.4550,35.2950,34.4950,0.5350,1,2,10,30
69.0425,35.5775,34.7775,0.6175,1,2,10,45
74.6300,35.8600,35.0600,0.7000,1,2,11,0
84.6450,36.5475,35.7800,1.3575,1,2,11,15
94.6600,37.2350,36.5000,2.0150,1,2,11,30
104.6750,37.9225,37.2200,2.6725,1,2,11,45
114.6900,38.6100,37.9400,3.3300,1,2,12,0
114.0400,39.8575,39.1775,3.9700,1,2,12,15
113.3900,41.1050,40.4150,4.6100,1,2,12,30
112.7400,42.3525,41.6525,5.2500,1,2,12,45
112.0900,43.6000,42.8900,5.8900,1,2,13,0
100.3175,44.2975,43.5700,6.0425,1,2,13,15
88.5450,44.9950,44.2500,6.1950,1,2,13,30
76.7725,45.6925,44.9300,6.3475,1,2,13,45
65.0000,46.3900,45.6100,6.5000,1,2,14,0
54.4925,46.5875,45.7900,6.0975,1,2,14,15
43.9850,46.7850,45.9700,5.6950,1,2,14,30
33.4775,46.9825,46.1500,5.2925,1,2,14,45
22.9700,47.1800,46.3300,4.8900,1,2,15,0
18.2450,47.2325,46.3625,5.9975,1,2,15,15
13.5200,47.2850,46.3950,7.1050,1,2,15,30
8.7950,47.3375,46.4275,8.2125,1,2,15,45
4.0700,47.3900,46.4600,9.3200,1,2,16,0
3.0525,47.4775,46.5575,8.7225,1,2,16,15
2.0350,47.5650,46.6550,8.1250,1,2,16,30
1.0175,47.6525,46.7525,7.5275,1,2,16,45
0.0000,47.7400,46.8500,6.9300,1,2,17,0
0.0025,47.9000,47.0175,6.6375,1,2,17,15
0.0050,48.0600,47.1850,6.3450,1,2,17,30
0.0075,48.2200,47.3525,6.0525,1,2,17,45
0.0100,48.3800,47.5200,5.7600,1,2,18,0
0.0175,48.1500,47.3000,6.2425,1,2,18,15
0.0250,47.9200,47.0800,6.7250,1,2,18,30
0.0325,47.6900,46.8600,7.2075,1,2,18,45
0.0400,47.4600,46.6400,7.6900,1,2,19,0
0.0300,46.9600,46.1500,7.2975,1,2,19,15
0.0200,46.4600,45.6600,6.9050,1,2,19,30
0.0100,45.9600,45.1700,6.5125,1,2,19,45
0.0000,45.4600,44.6800,6.1200,1,2,20,0
0.0000,43.2800,42.7725,5.0700,1,2,20,15
0.0000,41.1000,40.8650,4.0200,1,2,20,30
0.0000,38.9200,38.9575,2.9700,1,2,20,45
0.0000,36.7400,37.0500,1.9200,1,2,21,0
0.0100,38.0000,38.4225,2.8875,1,2,21,15
0.0200,39.2600,39.7950,3.8550,1,2,21,30
0.0300,40.5200,41.1675,4.8225,1,2,21,45
0.0400,41.7800,42.5400,5.7900,1,2,22,0
0.0300,43.0425,43.5575,5.5925,1,2,22,15
0.0200,44.3050,44.5750,5.3950,1,2,22,30
0.0100,45.5675,45.5925,5.1975,1,2,22,45
0.0200,28.6200,28.1200,0.0900,1,2,23,0
0.0300,28.6775,28.1650,0.1775,1,2,23,15
0.0400,28.7350,28.2100,0.2650,1,2,23,30
0.0500,28.7925,28.2550,0.3525,1,2,23,45
0.0000,44.2900,43.4000,3.4200,1,3,0,0
0.0025,43.6275,42.8350,3.4075,1,3,0,15
0.0050,42.9650,42.2700,3.3950,1,3,0,30
0.0075,42.3025,41.7050,3.3825,1,3,0,45
0.0100,41.6400,41.1400,3.3700,1,3,1,0
0.0100,41.6150,41.2100,3.5400,1,3,1,15
0.0100,41.5900,41.2800,3.7100,1,3,1,30
0.0100,41.5650,41.3500,3.8800,1,3,1,45
0.0100,41.5400,41.4200,4.0500,1,3,2,0
0.0175,41.9800,41.8300,3.8025,1,3,2,15
0.0250,42.4200,42.2400,3.5550,1,3,2,30
0.0325,42.8600,42.6500,3.3075,1,3,2,45
0.0400,43.3000,43.0600,3.0600,1,3,3,0
0.0300,42.7800,42.5925,2.4700,1,3,3,15
0.0200,42.2600,42.1250,1.8800,1,3,3,30
0.0100,41.7400,41.6575,1.2900,1,3,3,45
0.0000,41.2200,41.1900,0.7000,1,3,4,0
0.0000,40.9700,41.0125,0.8950,1,3,4,15
0.0000,40.7200,40.8350,1.0900,1,3,4,30
0.0000,40.4700,40.6575,1.2850,1,3,4,45
0.0000,40.2200,40.4800,1.4800,1,3,5,0
0.0000,40.0425,40.2425,1.6175,1,3,5,15
0.0000,39.8650,40.0050,1.7550,1,3,5,30
0.0000,39.6875,39.7675,1.8925,1,3,5,45
0.0000,39.5100,39.5300,2.0300,1,3,6,0
0.0000,39.3225,39.3600,2.4025,1,3,6,15
0.0000,39.1350,39.1900,2.7750,1,3,6,30
0.0000,38.9475,39.0200,3.1475,1,3,6,45
0.0000,38.7600,38.8500,3.5200,1,3,7,0
0.2800,38.7250,38.7675,3.9725,1,3,7,15
0.5600,38.6900,38.6850,4.4250,1,3,7,30
0.8400,38.6550,38.6025,4.8775,1,3,7,45
1.1200,38.6200,38.5200,5.3300,1,3,8,0
5.0100,38.6750,38.6725,5.0650,1,3,8,15
8.9000,38.7300,38.8250,4.8000,1,3,8,30
12.7900,38.7850,38.9775,4.5350,1,3,8,45
16.6800,38.8400,39.1300,4.2700,1,3,9,0
19.0525,38.8025,39.1050,4.2575,1,3,9,15
21.4250,38.7650,39.0800,4.2450,1,3,9,30
23.7975,38.7275,39.0550,4.2325,1,3,9,45
26.1700,38.6900,39.0300,4.2200,1,3,10,0
45.0400,38.8000,39.2075,3.8850,1,3,10,15
63.9100,38.9100,39.3850,3.5500,1,3,10,30
82.7800,39.0200,39.5625,3.2150,1,3,10,45
101.6500,39.1300,39.7400,2.8800,1,3,11,0
93.1875,39.2425,39.8475,3.0575,1,3,11,15
84.7250,39.3550,39.9550,3.2350,1,3,11,30
76.2625,39.4675,40.0625,3.4125,1,3,11,45
67.8000,39.5800,40.1700,3.5900,1,3,12,0
65.9175,39.6550,40.2575,3.2600,1,3,12,15
64.0350,39.7300,40.3450,2.9300,1,3,12,30
62.1525,39.8050,40.4325,2.6000,1,3,12,45
60.2700,39.8800,40.5200,2.2700,1,3,13,0
59.0975,39.8000,40.4550,1.8200,1,3,13,15
57.9250,39.7200,40.3900,1.3700,1,3,13,30
56.7525,39.6400,40.3250,0.9200,1,3,13,45
55.5800,39.5600,40.2600,0.4700,1,3,14,0
47.0925,39.3975,39.8950,0.5175,1,3,14,15
38.6050,39.2350,39.5300,0.5650,1,3,14,30
30.1175,39.0725,39.1650,0.6125,1,3,14,45
21.6300,38.9100,38.8000,0.6600,1,3,15,0
18.1250,38.8250,38.7075,0.5125,1,3,15,15
14.6200,38.7400,38.6150,0.3650,1,3,15,30
11.1150,38.6550,38.5225,0.2175,1,3,15,45
7.6100,38.5700,38.4300,0.0700,1,3,16,0
5.7075,38.3525,38.2400,0.2175,1,3,16,15
3.8050,38.1350,38.0500,0.3650,1,3,16,30
1.9025,37.9175,37.8600,0.5125,1,3,16,45
0.0000,37.7000,37.6700,0.6600,1,3,17,0
0.0000,37.3350,37.3000,0.6550,1,3,17,15
0.0000,36.9700,36.9300,0.6500,1,3,17,30
0.0000,36.6050,36.5600,0.6450,1,3,17,45
0.0000,36.2400,36.1900,0.6400,1,3,18,0
0.0000,36.1075,35.9950,0.6125,1,3,18,15
0.0000,35.9750,35.8000,0.5850,1,3,18,30
0.0000,35.8425,35.6050,0.5575,1,3,18,45
0.0000,35.7100,35.4100,0.5300,1,3,19,0
0.0000,35.6175,35.3225,0.4700,1,3,19,15
0.0000,35.5250,35.2350,0.4100,1,3,19,30
0.0000,35.4325,35.1475,0.3500,1,3,19,45
0.0000,35.3400,35.0600,0.2900,1,3,20,0
0.0000,35.4775,35.2100,0.2650,1,3,20,15
0.0000,35.6150,35.3600,0.2400,1,3,20,30
0.0000,35.7525,35.5100,0.2150,1,3,20,45
0.0000,35.8900,35.6600,0.1900,1,3,21,0
0.0000,36.0400,35.8625,0.4100,1,3,21,15
0.0000,36.1900,36.0650,0.6300,1,3,21,30
0.0000,36.3400,36.2675,0.8500,1,3,21,45
0.0000,36.4900,36.4700,1.0700,1,3,22,0
0.0000,36.5275,36.5050,1.1100,1,3,22,15
0.0000,36.5650,36.5400,1.1500,1,3,22,30
0.0000,36.6025,36.5750,1.1900,1,3,22,45
0.0000,46.8300,46.6100,5.0000,1,3,23,0
0.0000,46.1950,45.8075,4.6050,1,3,23,15
0.0000,45.5600,45.0050,4.2100,1,3,23,30
0.0000,44.9250,44.2025,3.8150,1,3,23,45
0.0000,36.4400,36.3300,0.8700,1,4,0,0
0.0000,36.5100,36.4275,0.9500,1,4,0,15
0.0000,36.5800,36.5250,1.0300,1,4,0,30
0.0000,36.6500,36.6225,1.1100,1,4,0,45
0.0000,36.7200,36.7200,1.1900,1,4,1,0
0.0000,36.7650,36.8050,1.2575,1,4,1,15
0.0000,36.8100,36.8900,1.3250,1,4,1,30
0.0000,36.8550,36.9750,1.3925,1,4,1,45
0.0000,36.9000,37.0600,1.4600,1,4,2,0
0.0000,36.9875,37.1450,1.8575,1,4,2,15
0.0000,37.0750,37.2300,2.2550,1,4,2,30
0.0000,37.1625,37.3150,2.6525,1,4,2,45
0.0000,37.2500,37.4000,3.0500,1,4,3,0
0.0000,37.4150,37.5700,3.1000,1,4,3,15
0.0000,37.5800,37.7400,3.1500,1,4,3,30
0.0000,37.7450,37.9100,3.2000,1,4,3,45
0.0000,37.9100,38.0800,3.2500,1,4,4,0
0.0000,37.8825,38.0475,2.9650,1,4,4,15
0.0000,37.8550,38.0150,2.6800,1,4,4,30
0.0000,37.8275,37.9825,2.3950,1,4,4,45
0.0000,37.8000,37.9500,2.1100,1,4,5,0
0.0000,37.8525,38.0525,1.7200,1,4,5,15
0.0000,37.9050,38.1550,1.3300,1,4,5,30
0.0000,37.9575,38.2575,0.9400,1,4,5,45
0.0000,38.0100,38.3600,0.5500,1,4,6,0
0.0000,38.0600,38.3500,0.5000,1,4,6,15
0.0000,38.1100,38.3400,0.4500,1,4,6,30
0.0000,38.1600,38.3300,0.4000,1,4,6,45
0.0000,38.2100,38.3200,0.3500,1,4,7,0
1.8000,38.2575,38.4100,0.3500,1,4,7,15
3.6000,38.3050,38.5000,0.3500,1,4,7,30
5.4000,38.3525,38.5900,0.3500,1,4,7,45
7.2000,38.4000,38.6800,0.3500,1,4,8,0
17.0150,38.6800,38.9400,0.4150,1,4,8,15
26.8300,38.9600,39.2000,0.4800,1,4,8,30
36.6450,39.2400,39.4600,0.5450,1,4,8,45
46.4600,39.5200,39.7200,0.6100,1,4,9,0
66.8950,39.9600,40.3175,0.8050,1,4,9,15
87.3300,40.4000,40.9150,1.0000,1,4,9,30
107.7650,40.8400,41.5125,1.1950,1,4,9,45
128.2000,41.2800,42.1100,1.3900,1,4,10,0
121.9050,41.5275,42.3550,1.4200,1,4,10,15
115.6100,41.7750,42.6000,1.4500,1,4,10,30
109.3150,42.0225,42.8450,1.4800,1,4,10,45
103.0200,42.2700,43.0900,1.5100,1,4,11,0
97.8175,42.4000,43.1625,1.6575,1,4,11,15
92.6150,42.5300,43.2350,1.8050,1,4,11,30
87.4125,42.6600,43.3075,1.9525,1,4,11,45
82.2100,42.7900,43.3800,2.1000,1,4,12,0
81.4425,42.9300,43.5400,1.9475,1,4,12,15
80.6750,43.0700,43.7000,1.7950,1,4,12,30
79.9075,43.2100,43.8600,1.6425,1,4,12,45
79.1400,43.3500,44.0200,1.4900,1,4,13,0
77.9800,43.4525,44.1450,1.6300,1,4,13,15
76.8200,43.5550,44.2700,1.7700,1,4,13,30
75.6600,43.6575,44.3950,1.9100,1,4,13,45
74.5000,43.7600,44.5200,2.0500,1,4,14,0
62.8900,43.7875,44.4500,2.2400,1,4,14,15
51.2800,43.8150,44.3800,2.4300,1,4,14,30
39.6700,43.8425,44.3100,2.6200,1,4,14,45
28.0600,43.8700,44.2400,2.8100,1,4,15,0
22.1325,43.9125,44.2025,2.7775,1,4,15,15
16.2050,43.9550,44.1650,2.7450,1,4,15,30
10.2775,43.9975,44.1275,2.7125,1,4,15,45
4.3500,44.0400,44.0900,2.6800,1,4,16,0
3.2625,44.0125,44.0625,2.4275,1,4,16,15
2.1750,43.9850,44.0350,2.1750,1,4,16,30
1.0875,43.9575,44.0075,1.9225,1,4,16,45
0.0000,43.9300,43.9800,1.6700,1,4,17,0
0.0000,43.8600,43.9000,1.7425,1,4,17,15
0.0000,43.7900,43.8200,1.8150,1,4,17,30
0.0000,43.7200,43.7400,1.8875,1,4,17,45
0.0000,43.6500,43.6600,1.9600,1,4,18,0
0.0000,43.2725,43.1475,1.5200,1,4,18,15
0.0000,42.8950,42.6350,1.0800,1,4,18,30
0.0000,42.5175,42.1225,0.6400,1,4,18,45
0.0000,42.1400,41.6100,0.2000,1,4,19,0
0.0000,41.7925,41.2150,0.1700,1,4,19,15
0.0000,41.4450,40.8200,0.1400,1,4,19,30
0.0000,41.0975,40.4250,0.1100,1,4,19,45
0.0000,40.7500,40.0300,0.0800,1,4,20,0
0.0000,40.5950,39.8675,0.0900,1,4,20,15
0.0000,40.4400,39.7050,0.1000,1,4,20,30
0.0000,40.2850,39.5425,0.1100,1,4,20,45
0.0000,40.1300,39.3800,0.1200,1,4,21,0
0.0000,40.0950,39.3500,0.0925,1,4,21,15
0.0000,40.0600,39.3200,0.0650,1,4,21,30
0.0000,40.0250,39.2900,0.0375,1,4,21,45
0.0000,39.9900,39.2600,0.0100,1,4,22,0
0.0000,39.9775,39.2425,0.1175,1,4,22,15
0.0000,39.9650,39.2250,0.2250,1,4,22,30
0.0000,39.9525,39.2075,0.3325,1,4,22,45
0.0000,39.8900,39.1200,0.0900,1,5,0,0
0.0000,40.0625,39.3075,0.0675,1,5,0,15
0.0000,40.2350,39.4950,0.0450,1,5,0,30
0.0000,40.4075,39.6825,0.0225,1,5,0,45
0.0000,40.5800,39.8700,0.0000,1,5,1,0
0.0000,40.7375,40.0250,0.0225,1,5,1,15
0.0000,40.8950,40.1800,0.0450,1,5,1,30
0.0000,41.0525,40.3350,0.0675,1,5,1,45
0.0000,41.2100,40.4900,0.0900,1,5,2,0
0.0000,41.2300,40.5200,0.0675,1,5,2,15
0.0000,41.2500,40.5500,0.0450,1,5,2,30
0.0000,41.2700,40.5800,0.0225,1,5,2,45
0.0000,41.2900,40.6100,0.0000,1,5,3,0
0.0000,41.2550,40.5675,0.0000,1,5,3,15
0.0000,41.2200,40.5250,0.0000,1,5,3,30
0.0000,41.1850,40.4825,0.0000,1,5,3,45
0.0000,41.1500,40.4400,0.0000,1,5,4,0
0.0000,41.0650,40.3600,0.0050,1,5,4,15
0.0000,40.9800,40.2800,0.0100,1,5,4,30
0.0000,40.8950,40.2000,0.0150,1,5,4,45
0.0000,40.8100,40.1200,0.0200,1,5,5,0
0.0000,40.8350,40.1375,0.0150,1,5,5,15
0.0000,40.8600,40.1550,0.0100,1,5,5,30
0.0000,40.8850,40.1725,0.0050,1,5,5,45
0.0000,40.9100,40.1900,0.0000,1,5,6,0
0.0000,40.8875,40.1700,0.0150,1,5,6,15
0.0000,40.8650,40.1500,0.0300,1,5,6,30
0.0000,40.8425,40.1300,0.0450,1,5,6,45
0.0000,40.8200,40.1100,0.0600,1,5,7,0
0.8575,40.8725,40.1700,0.0450,1,5,7,15
1.7150,40.9250,40.2300,0.0300,1,5,7,30
2.5725,40.9775,40.2900,0.0150,1,5,7,45
3.4300,41.0300,40.3500,0.0000,1,5,8,0
8.4875,41.1075,40.4300,0.0000,1,5,8,15
13.5450,41.1850,40.5100,0.0000,1,5,8,30
18.6025,41.2625,40.5900,0.0000,1,5,8,45
23.6600,41.3400,40.6700,0.0000,1,5,9,0
26.4700,41.4800,40.7850,0.0050,1,5,9,15
29.2800,41.6200,40.9000,0.0100,1,5,9,30
32.0900,41.7600,41.0150,0.0150,1,5,9,45
34.9000,41.9000,41.1300,0.0200,1,5,10,0
35.2625,41.8100,41.0975,0.0350,1,5,10,15
35.6250,41.7200,41.0650,0.0500,1,5,10,30
35.9875,41.6300,41.0325,0.0650,1,5,10,45
36.3500,41.5400,41.0000,0.0800,1,5,11,0
40.1850,41.4125,41.0225,0.0700,1,5,11,15
44.0200,41.2850,41.0450,0.0600,1,5,11,30
47.8550,41.1575,41.0675,0.0500,1,5,11,45
51.6900,41.0300,41.0900,0.0400,1,5,12,0
45.3950,40.7725,40.8350,0.0500,1,5,12,15
39.1000,40.5150,40.5800,0.0600,1,5,12,30
32.8050,40.2575,40.3250,0.0700,1,5,12,45
26.5100,40.0000,40.0700,0.0800,1,5,13,0
26.3750,39.7150,39.7150,0.2125,1,5,13,15
26.2400,39.4300,39.3600,0.3450,1,5,13,30
26.1050,39.1450,39.0050,0.4775,1,5,13,45
25.9700,38.8600,38.6500,0.6100,1,5,14,0
24.4950,38.6575,38.4350,0.5200,1,5,14,15
23.0200,38.4550,38.2200,0.4300,1,5,14,30
21.5450,38.2525,38.0050,0.3400,1,5,14,45
20.0700,38.0500,37.7900,0.2500,1,5,15,0
15.5900,38.0575,37.7550,0.2000,1,5,15,15
11.1100,38.0650,37.7200,0.1500,1,5,15,30
6.6300,38.0725,37.6850,0.1000,1,5,15,45
2.1500,38.0800,37.6500,0.0500,1,5,16,0
1.6125,38.0800,37.6050,0.0475,1,5,16,15
1.0750,38.0800,37.5600,0.0450,1,5,16,30
0.5375,38.0800,37.5150,0.0425,1,5,16,45
0.0000,38.0800,37.4700,0.0400,1,5,17,0
0.0000,37.9725,37.3300,0.0400,1,5,17,15
0.0000,37.8650,37.1900,0.0400,1,5,17,30
0.0000,37.7575,37.0500,0.0400,1,5,17,45
0.0000,37.6500,36.9100,0.0400,1,5,18,0
0.0000,37.6875,36.9525,0.0550,1,5,18,15
0.0000,37.7250,36.9950,0.0700,1,5,18,30
0.0000,37.7625,37.0375,0.0850,1,5,18,45
0.0000,37.8000,37.0800,0.1000,1,5,19,0
0.0000,37.8700,37.1625,0.2775,1,5,19,15
0.0000,37.9400,37.2450,0.4550,1,5,19,30
0.0000,38.0100,37.3275,0.6325,1,5,19,45
0.0000,38.0800,37.4100,0.8100,1,5,20,0
0.0000,38.3000,37.6375,0.6925,1,5,20,15
0.0000,38.5200,37.8650,0.5750,1,5,20,30
0.0000,38.7400,38.0925,0.4575,1,5,20,45
0.0000,38.9600,38.3200,0.3400,1,5,21,0
0.0000,39.0925,38.4400,0.4300,1,5,21,15
0.0000,39.2250,38.5600,0.5200,1,5,21,30
0.0000,39.3575,38.6800,0.6100,1,5,21,45
0.0000,39.4900,38.8000,0.7000,1,5,22,0
0.0000,39.5550,38.8675,0.5375,1,5,22,15
0.0000,39.6200,38.9350,0.3750,1,5,22,30
0.0000,39.6850,39.0025,0.2125,1,5,22,45
0.0000,39.9400,39.1900,0.4400,1,5,23,0
0.0000,39.9275,39.1725,0.3525,1,5,23,15
0.0000,39.9150,39.1550,0.2650,1,5,23,30
0.0000,39.9025,39.1375,0.1775,1,5,23,45
0.0000,40.0300,39.3600,0.6100,1,6,0,0
0.0000,40.3350,39.6525,0.5625,1,6,0,15
0.0000,40.6400,39.9450,0.5150,1,6,0,30
0.0000,40.9450,40.2375,0.4675,1,6,0,45
0.0000,41.2500,40.5300,0.4200,1,6,1,0
0.0000,42.6000,41.9025,0.8975,1,6,1,15
0.0000,43.9500,43.2750,1.3750,1,6,1,30
0.0000,45.3000,44.6475,1.8525,1,6,1,45
0.0000,46.6500,46.0200,2.3300,1,6,2,0
0.0000,48.0150,47.5475,2.4925,1,6,2,15
0.0000,49.3800,49.0750,2.6550,1,6,2,30
0.0000,50.7450,50.6025,2.8175,1,6,2,45
0.0000,52.1100,52.1300,2.9800,1,6,3,0
0.0000,52.1850,52.2850,2.8950,1,6,3,15
0.0000,52.2600,52.4400,2.8100,1,6,3,30
0.0000,52.3350,52.5950,2.7250,1,6,3,45
0.0000,52.4100,52.7500,2.6400,1,6,4,0
0.0000,52.3900,52.7450,2.7500,1,6,4,15
0.0000,52.3700,52.7400,2.8600,1,6,4,30
0.0000,52.3500,52.7350,2.9700,1,6,4,45
0.0000,52.3300,52.7300,3.0800,1,6,5,0
0.0000,52.3500,52.7200,3.4775,1,6,5,15
0.0000,52.3700,52.7100,3.8750,1,6,5,30
0.0000,52.3900,52.7000,4.2725,1,6,5,45
0.0000,52.4100,52.6900,4.6700,1,6,6,0
0.0000,52.4425,52.7150,4.7050,1,6,6,15
